Fecha,Adidas,Airbus,Allianz,Basf,Bayer,Beiersdorf,BMW,Brenntag,Commerzbank,Continental,Covestro,Daimler Truck,Deutsche Bank,Deutsche Borse,Deutsche Post,Deutsche Telekom,EON,Fresenius SE,Hannover Ruck,Heidelberg Materials,Henkel AG & Co. KGaA Vz,Infineon Technologies,Mercedez Benz Group,Merck KGaA,MTU Aero Engines,Muenchener Rueckversicherungs,Porsche AVG,Porsche Automobil Holding SE Vz,Qiagen,Rheinmetall,RWE AG St,SAP SE,Sartorius,Siemens AG,Siemens Energy AG,Siemens Healthineers,Symrise,Volkswagen,Vonovia,Zalando SE
2024-02-19, 179.40, 144.26, 248.75, 45.805, 28.065, 136.35, 102.96, 80.04, 10.72, 73.88, 46.84, 35.03, 11.962, 186.55, 43.005, 22.325, 11.855, 26.61, 227.00, 86.66, 70.60, 33.145, 67.94, 156.15, 223.90,, 79.84,,, 407.50, 31.17, 163.62, 331.40, 169.10, 13.875, 55.42, 98.28, 119.52, 26.66, 19.68
2024-02-16, 178.20, 146.28, 247.15, 46.55, 28.615, 137.20, 103.94, 79.68, 10.85, 77.10, 47.99, 35.44, 11.92, 187.30, 42.57, 22.22, 11.755, 26.30, 228.60, 84.14, 70.58, 33.395, 67.42, 155.70, 226.30,, 80.52,,, 390.20, 31.81, 164.86, 336.60, 168.82, 13.865, 54.90, 97.94, 119.44, 26.67, 19.82
2024-02-15, 174.00, 149.28, 246.90, 46.175, 28.115, 136.85, 103.00, 79.38, 11.095, 76.60, 48.85, 35.14, 12.058, 186.00, 42.445, 22.14, 11.895, 26.30, 230.50, 82.62, 70.10, 33.45, 66.87, 155.10, 222.00,, 79.54,,, 380.30, 32.30, 164.62, 330.10, 167.28, 13.88, 54.12, 98.98, 119.40, 26.61, 19.975
2024-02-14, 174.66, 150.26, 244.25, 45.62, 28.12, 137.50, 101.34, 79.08, 10.52, 75.04, 48.44, 34.58, 11.892, 186.40, 41.97, 22.055, 11.77, 26.17, 231.20, 82.14, 70.38, 33.105, 65.41, 154.30, 220.20,, 79.52,,, 369.70, 31.94, 164.98, 322.60, 164.58, 14.055, 53.66, 96.80, 117.98, 25.75, 19.65
2024-02-13, 169.82, 147.62, 245.65, 45.495, 27.905, 137.65, 100.26, 78.08, 10.48, 76.00, 48.95, 34.29, 11.834, 186.40, 41.475, 22.235, 11.835, 25.25, 229.70, 82.50, 70.66, 32.295, 65.27, 150.40, 216.50,, 80.10,,, 366.90, 32.15, 161.00, 329.90, 163.04, 14.04, 53.44, 96.56, 118.44, 25.88, 19.215
2024-02-12, 172.90, 149.28, 246.00, 44.71, 28.425, 138.35, 102.32, 79.28, 10.61, 75.32, 49.06, 34.49, 11.948, 188.05, 42.105, 22.30, 11.99, 25.68, 229.40, 83.54, 71.10, 34.00, 65.42, 152.00, 217.90,, 81.14,,, 358.70, 32.64, 166.68, 334.60, 164.68, 14.465, 54.00, 95.54, 119.38, 26.62, 19.31
2024-02-09, 172.92, 149.94, 243.85, 44.15, 27.80, 138.50, 102.36, 80.16, 10.42, 75.00, 48.22, 34.23, 11.572, 187.60, 42.305, 22.23, 11.955, 25.37, 229.10, 83.74, 70.56, 33.795, 65.22, 152.80, 217.90,, 80.44,,, 336.40, 32.49, 168.62, 343.80, 165.50, 13.78, 54.20, 96.10, 118.74, 26.20, 18.825
2024-02-08, 173.12, 151.34, 244.45, 44.505, 27.88, 137.70, 101.84, 80.74, 10.31, 75.54, 47.89, 34.09, 11.684, 186.50, 42.675, 22.17, 12.00, 25.36, 228.60, 85.00, 71.48, 33.245, 65.23, 151.30, 218.10,, 81.90,,, 332.00, 32.94, 167.28, 344.10, 170.00, 13.905, 54.22, 96.78, 118.72, 26.61, 19.075
2024-02-07, 175.54, 150.86, 246.30, 44.625, 28.795, 140.85, 99.06, 80.52, 10.42, 74.52, 48.12, 34.18, 11.70, 186.55, 42.055, 22.40, 12.11, 25.45, 231.70, 86.72, 71.22, 31.93, 64.23, 150.30, 217.60,, 81.50,,, 334.30, 32.86, 168.28, 344.20, 167.80, 14.445, 54.02, 97.28, 118.30, 26.98, 18.815
2024-02-06, 175.44, 151.74, 247.60, 45.24, 29.435, 141.80, 97.27, 80.96, 10.755, 74.32, 48.11, 33.98, 12.276, 186.95, 43.505, 22.655, 12.21, 25.70, 225.00, 86.16, 71.28, 33.515, 64.15, 149.75, 216.00,, 81.42,,, 333.90, 33.15, 165.70, 332.90, 167.42, 14.27, 53.48, 97.00, 117.92, 27.31, 18.63
2024-02-05, 176.38, 148.92, 245.80, 44.765, 28.595, 138.90, 96.53, 81.10, 10.76, 74.96, 47.33, 33.66, 12.548, 185.25, 44.075, 22.60, 12.22, 25.65, 225.60, 85.64, 71.84, 34.80, 63.45, 148.00, 212.40,, 83.26,,, 325.30, 34.06, 164.50, 334.40, 165.62, 13.78, 52.50, 96.46, 118.78, 27.66, 18.58
2024-02-02, 175.16, 149.44, 246.35, 44.775, 28.845, 136.20, 97.93, 81.22, 10.73, 75.64, 45.74, 33.73, 12.816, 185.60, 44.265, 22.66, 12.28, 25.58, 221.10, 85.86, 71.06, 33.75, 64.58, 147.15, 210.70,, 82.34,,, 329.60, 33.59, 163.46, 331.00, 166.70, 13.96, 52.60, 95.76, 120.02, 28.38, 18.795
2024-02-01, 173.60, 147.70, 246.70, 44.285, 28.405, 135.90, 97.65, 81.76, 10.58, 75.30, 48.31, 33.47, 12.47, 186.15, 44.435, 22.775, 12.645, 26.09, 221.70, 85.42, 70.88, 33.61, 63.84, 150.00, 211.70,, 80.04,,, 328.20, 34.19, 162.44, 337.90, 167.36, 13.94, 54.28, 97.56, 119.38, 28.65, 18.365
2024-01-31, 164.80, 148.06, 247.55, 44.275, 28.99, 136.70, 96.36, 81.80, 10.685, 76.18, 49.00, 33.16, 11.992, 185.90, 44.405, 22.725, 12.515, 26.16, 222.30, 85.56, 70.74, 33.75, 62.77, 152.30, 213.40,, 79.22,,, 325.00, 34.39, 161.00, 352.50, 166.84, 13.885, 52.04, 95.66, 119.68, 28.72, 18.59
2024-01-30, 179.58, 149.74, 247.70, 44.595, 30.00, 136.50, 95.12, 81.12, 10.70, 75.54, 49.14, 32.98, 12.112, 184.25, 44.345, 22.87, 12.405, 26.52, 221.10, 87.62, 71.56, 34.19, 62.10, 151.80, 216.50,, 78.18,,, 325.20, 34.35, 161.80, 335.40, 169.36, 13.96, 52.28, 95.90, 116.40, 28.43, 19.14
2024-01-29, 178.00, 148.96, 246.55, 45.11, 30.845, 135.50, 95.11, 79.92, 10.58, 76.98, 48.64, 33.11, 11.964, 183.25, 44.725, 23.05, 12.425, 27.06, 223.70, 85.36, 72.16, 33.67, 62.18, 154.55, 221.00,, 77.20,,, 327.90, 34.40, 162.70, 328.60, 167.50, 13.80, 52.10, 96.62, 116.00, 28.21, 19.695
2024-01-26, 177.12, 149.22, 247.25, 46.105, 32.355, 133.65, 94.83, 78.92, 10.76, 74.16, 49.35, 33.04, 12.052, 183.55, 45.345, 22.90, 12.395, 26.98, 222.30, 83.18, 71.94, 34.19, 61.36, 155.05, 217.60,, 76.64,,, 318.70, 34.52, 159.70, 331.70, 168.02, 13.65, 51.72, 97.22, 115.54, 27.80, 18.90
2024-01-25, 176.22, 148.72, 246.65, 44.905, 32.695, 132.05, 93.77, 78.98, 10.53, 72.64, 47.38, 32.71, 12.102, 186.30, 45.24, 23.245, 12.405, 26.89, 223.50, 82.60, 70.50, 34.405, 60.09, 146.90, 218.50,, 74.18,,, 328.80, 36.54, 159.98, 300.00, 166.96, 13.465, 51.22, 95.22, 114.52, 27.49, 18.445
2024-01-24, 166.46, 147.02, 248.30, 43.895, 32.70, 132.75, 93.66, 79.70, 10.805, 72.54, 47.51, 32.38, 12.124, 186.80, 45.085, 23.29, 12.425, 26.73, 226.30, 83.04, 71.54, 34.945, 60.75, 147.10, 217.40,, 75.62,,, 331.60, 36.80, 160.58, 303.40, 167.16, 13.52, 51.24, 92.90, 115.96, 27.46, 18.17
2024-01-23, 166.84, 148.06, 245.15, 43.585, 32.53, 133.90, 93.78, 80.78, 10.63, 72.66, 47.17, 31.69, 11.996, 188.70, 44.405, 23.22, 12.365, 26.07, 225.80, 82.02, 71.50, 34.85, 60.37, 149.35, 218.20,, 74.96,,, 325.70, 36.86, 149.52, 296.60, 162.78, 12.79, 51.38, 92.34, 113.88, 26.56, 17.94
2024-01-22, 166.44, 150.16, 249.30, 42.895, 32.95, 135.20, 93.59, 78.06, 10.665, 71.12, 47.69, 31.33, 11.886, 189.65, 44.34, 23.255, 12.45, 26.41, 226.60, 84.30, 71.78, 34.60, 59.44, 148.15, 210.00,, 72.52,,, 335.20, 36.76, 149.50, 293.30, 163.38, 11.985, 51.52, 93.60, 107.92, 26.94, 17.02
2024-01-19, 164.40, 149.86, 247.20, 43.315, 32.495, 134.75, 92.92, 80.84, 11.08, 71.26, 47.20, 30.86, 11.826, 189.00, 43.81, 23.07, 12.51, 26.21, 225.40, 83.14, 72.70, 34.69, 59.70, 146.25, 209.00,, 74.14,,, 333.40, 37.77, 149.30, 296.70, 160.88, 11.885, 52.30, 94.80, 106.78, 26.93, 16.535
2024-01-18, 165.14, 149.58, 245.50, 43.90, 32.61, 133.65, 93.41, 80.84, 11.335, 71.72, 48.32, 31.24, 11.94, 188.40, 44.17, 22.855, 12.30, 26.10, 225.30, 83.64, 72.52, 34.30, 59.92, 146.90, 211.50,, 74.76,,, 338.20, 37.03, 147.46, 296.20, 160.38, 11.66, 52.82, 95.62, 108.34, 26.92, 16.605
2024-01-17, 165.76, 146.40, 243.60, 43.24, 33.555, 133.75, 92.86, 80.42, 10.98, 71.38, 48.02, 31.24, 11.828, 188.30, 43.585, 22.70, 12.515, 26.15, 224.20, 83.26, 71.80, 32.71, 59.40, 147.10, 204.20,, 74.82,,, 327.30, 36.89, 144.48, 291.10, 158.70, 11.39, 52.50, 96.42, 108.46, 26.31, 16.305
2024-01-16, 171.18, 148.18, 242.50, 44.205, 33.455, 134.70, 95.38, 81.52, 10.89, 72.28, 48.24, 31.40, 11.78, 188.05, 44.465, 22.765, 12.545, 26.42, 223.30, 84.30, 73.60, 33.40, 61.33, 146.20, 204.90,, 73.70,,, 323.20, 38.31, 144.08, 304.00, 161.02, 11.78, 52.74, 96.96, 111.40, 27.15, 17.21
2024-01-15, 175.22, 148.38, 242.85, 44.535, 33.525, 134.95, 95.29, 82.14, 11.47, 73.36, 48.74, 32.08, 11.89, 187.40, 44.82, 22.605, 12.675, 26.89, 223.00, 84.30, 73.90, 33.825, 61.57, 143.70, 204.50,, 73.92,,, 316.40, 38.40, 143.80, 306.20, 162.08, 12.14, 52.70, 97.94, 112.06, 27.64, 17.845
2024-01-12, 178.32, 148.90, 242.05, 44.655, 34.125, 138.45, 97.08, 81.90, 11.55, 72.66, 49.09, 32.25, 12.00, 187.00, 45.14, 22.485, 12.68, 27.72, 222.10, 84.72, 74.06, 34.20, 61.52, 144.65, 204.10,, 75.74,,, 315.90, 39.30, 144.68, 320.40, 162.80, 12.505, 53.30, 97.38, 112.16, 27.88, 18.30
2024-01-11, 177.38, 145.18, 241.05, 45.235, 33.975, 138.40, 99.13, 82.40, 11.415, 73.62, 49.90, 32.39, 12.22, 184.90, 44.81, 22.34, 12.55, 28.30, 220.00, 84.86, 73.90, 34.33, 62.42, 142.40, 203.10,, 77.80,,, 309.50, 39.70, 142.16, 321.80, 161.38, 12.085, 52.80, 98.18, 114.50, 27.18, 18.53
2024-01-10, 178.96, 143.94, 242.95, 45.045, 34.865, 138.00, 100.08, 82.26, 11.53, 74.10, 50.30, 32.99, 12.75, 185.35, 44.725, 22.55, 12.61, 28.51, 222.90, 85.30, 73.64, 34.775, 63.38, 143.25, 201.70,, 77.58,,, 309.60, 40.88, 142.18, 319.60, 160.98, 12.25, 52.48, 97.40, 113.46, 27.61, 18.88
2024-01-09, 177.86, 143.08, 243.05, 45.26, 35.64, 135.80, 101.00, 82.62, 11.765, 74.56, 51.46, 32.62, 12.646, 185.75, 44.625, 22.545, 12.775, 28.42, 222.50, 83.40, 73.60, 35.28, 63.93, 142.90, 200.40,, 78.00,,, 306.90, 41.01, 139.38, 315.00, 159.46, 12.04, 53.06, 99.46, 113.18, 27.27, 19.14
2024-01-08, 176.12, 143.46, 245.00, 46.845, 35.315, 135.25, 100.08, 81.50, 11.865, 75.16, 51.82, 33.23, 12.76, 186.70, 44.63, 22.53, 12.53, 28.46, 224.30, 82.34, 72.98, 35.995, 63.90, 141.30, 198.30,, 77.46,,, 307.20, 40.55, 138.64, 313.70, 160.70, 12.095, 52.60, 97.12, 113.70, 27.50, 19.415
2024-01-05, 172.80, 139.72, 243.05, 46.655, 35.355, 134.30, 100.76, 81.52, 11.69, 73.56, 52.40, 33.19, 12.566, 186.45, 44.445, 22.43, 12.455, 29.06, 220.20, 80.44, 72.98, 35.005, 62.99, 142.70, 195.60,, 76.94,,, 305.90, 40.64, 137.00, 315.30, 160.30, 11.50, 51.32, 96.82, 113.24, 26.95, 19.06
2024-01-04, 173.50, 138.94, 245.15, 47.605, 35.405, 134.75, 100.98, 81.98, 11.43, 74.12, 52.80, 33.33, 12.478, 184.65, 43.79, 22.45, 12.42, 28.95, 222.10, 80.20, 73.40, 34.775, 62.63, 143.40, 196.20,, 78.28,,, 304.30, 40.67, 135.74, 320.10, 161.88, 11.36, 51.42, 97.22, 112.50, 27.32, 19.405
2024-01-03, 179.38, 137.58, 242.35, 47.715, 34.515, 135.60, 99.64, 82.68, 10.995, 74.72, 52.08, 33.57, 12.262, 182.65, 44.46, 22.325, 12.21, 28.45, 219.50, 78.88, 73.44, 35.65, 62.40, 143.30, 193.70,, 78.72,,, 297.70, 40.35, 137.42, 332.20, 162.04, 11.29, 51.08, 97.80, 111.22, 27.45, 20.33
2024-01-02, 182.26, 141.10, 244.65, 49.105, 34.495, 134.75, 101.56, 83.64, 10.95, 78.20, 52.30, 34.09, 12.498, 184.95, 44.685, 22.02, 12.19, 28.90, 216.60, 81.14, 73.42, 36.445, 63.40, 142.80, 194.75,, 80.46,,, 299.70, 41.10, 137.10, 344.20, 167.58, 11.90, 52.62, 98.46, 113.34, 28.08, 20.92
2023-12-29, 184.54, 139.84, 242.15, 48.705, 33.70, 135.20, 100.80, 82.92, 10.74, 77.00, 52.64, 34.11, 12.338, 186.25, 44.85, 21.675, 12.17, 28.30, 215.40, 81.14, 72.28, 37.745, 62.60, 143.35, 194.70,, 80.02,,, 288.10, 41.08, 139.60, 333.60, 169.54, 11.965, 53.10, 99.48, 111.76, 28.68, 21.64
2023-12-28, 183.84, 139.40, 240.70, 48.64, 33.675, 134.70, 100.66, 82.96, 10.72, 76.42, 52.82, 33.96, 12.282, 185.00, 44.78, 21.585, 12.10, 28.39, 214.90, 80.66, 72.44, 37.565, 62.16, 142.75, 194.60,, 80.16,,, 287.30, 41.04, 139.54, 333.20, 168.48, 11.87, 53.06, 98.66, 112.04, 28.71, 21.16
2023-12-27, 185.20, 138.68, 241.55, 48.505, 33.56, 134.50, 100.28, 82.68, 10.795, 75.80, 53.00, 33.87, 12.398, 184.90, 44.89, 21.615, 12.17, 28.36, 216.40, 81.10, 72.60, 37.845, 62.86, 142.55, 194.45,, 80.28,,, 286.70, 40.92, 139.84, 336.20, 168.54, 11.93, 52.92, 98.82, 112.40, 28.63, 21.26
2023-12-22, 184.48, 139.16, 242.00, 48.405, 32.685, 134.05, 100.36, 83.02, 10.75, 76.32, 53.08, 33.92, 12.398, 184.05, 45.25, 21.73, 12.295, 28.50, 216.80, 80.88, 72.52, 37.62, 63.02, 141.50, 192.45,, 80.28,,, 284.10, 40.89, 138.28, 333.30, 167.86, 11.325, 53.00, 98.60, 112.26, 28.20, 21.30
2023-12-21, 194.26, 138.80, 241.30, 48.545, 32.675, 134.00, 99.33, 81.42, 10.645, 75.90, 53.60, 33.85, 12.222, 183.50, 44.89, 21.665, 12.235, 28.44, 216.60, 80.90, 72.56, 37.865, 62.54, 140.25, 194.65,, 80.34,,, 285.60, 40.52, 137.78, 338.50, 168.48, 11.33, 53.20, 98.32, 112.16, 27.97, 22.86
2023-12-20, 195.78, 136.58, 241.15, 48.205, 32.50, 134.95, 99.87, 81.48, 10.495, 76.08, 53.70, 34.02, 12.236, 182.55, 44.74, 21.63, 12.20, 28.36, 216.70, 81.34, 72.32, 37.12, 62.44, 140.75, 191.30,, 80.12,,, 284.90, 40.16, 138.34, 342.10, 167.80, 11.28, 53.22, 99.30, 113.18, 28.23, 23.07
2023-12-19, 193.08, 139.68, 241.95, 48.60, 32.275, 134.00, 101.04, 81.00, 10.58, 75.72, 53.92, 33.84, 12.07, 181.45, 45.69, 21.56, 12.25, 27.73, 216.00, 81.26, 72.50, 38.03, 63.09, 142.20, 190.55,, 80.64,,, 283.40, 40.65, 141.06, 349.20, 168.00, 11.01, 53.60, 99.94, 114.50, 27.97, 23.25
2023-12-18, 192.04, 139.32, 240.55, 48.21, 32.035, 133.95, 101.50, 81.52, 10.455, 75.76, 54.50, 34.12, 11.95, 180.40, 45.69, 21.50, 12.205, 27.76, 215.60, 80.16, 72.94, 38.15, 63.72, 140.35, 187.35,, 80.64,,, 285.00, 40.70, 142.28, 336.10, 163.56, 11.085, 53.00, 99.72, 114.68, 27.76, 22.47
2023-12-15, 191.98, 139.12, 239.85, 48.00, 32.075, 132.80, 102.72, 81.42, 10.38, 76.40, 52.08, 33.95, 11.988, 177.60, 46.095, 21.59, 12.50, 27.99, 214.40, 81.72, 72.36, 38.815, 64.50, 140.00, 187.30,, 81.36,,, 285.90, 41.52, 141.14, 342.20, 166.74, 11.325, 53.00, 98.24, 115.80, 28.31, 22.85
2023-12-14, 196.78, 139.68, 239.40, 47.985, 31.97, 133.25, 102.62, 81.88, 10.54, 75.60, 51.84, 33.58, 11.944, 177.85, 45.32, 21.755, 12.615, 28.71, 215.40, 81.26, 73.16, 38.20, 63.40, 139.75, 185.25,, 81.30,,, 286.20, 41.53, 141.98, 338.90, 165.40, 11.18, 53.02, 101.85, 115.38, 28.41, 22.10
2023-12-13, 193.72, 142.98, 245.00, 47.895, 31.35, 136.70, 100.44, 79.56, 10.94, 73.16, 50.94, 32.75, 11.90, 179.30, 46.46, 22.54, 12.60, 28.31, 228.00, 80.96, 73.32, 37.43, 62.13, 135.50, 186.95,, 82.22,,, 290.30, 41.05, 147.02, 320.00, 163.50, 10.485, 53.08, 106.30, 113.90, 26.84, 20.65
2023-12-12, 194.02, 142.28, 245.15, 45.585, 31.395, 135.05, 101.16, 80.00, 10.815, 71.44, 49.97, 32.60, 11.886, 180.90, 46.20, 22.79, 12.465, 28.41, 225.00, 79.98, 73.78, 37.035, 62.71, 137.35, 184.05,, 82.12,,, 285.50, 40.57, 146.98, 317.40, 163.44, 10.615, 52.42, 105.55, 114.52, 26.30, 21.03
2023-12-11, 194.00, 142.14, 245.00, 45.295, 31.975, 133.05, 101.04, 79.90, 11.06, 72.68, 50.94, 32.30, 11.904, 181.40, 45.905, 22.78, 12.395, 28.17, 219.40, 78.24, 73.24, 36.86, 62.81, 142.00, 188.85,, 82.30,,, 283.80, 40.79, 147.30, 314.30, 164.04, 11.085, 52.00, 105.80, 115.94, 26.53, 21.83
2023-12-08, 193.04, 141.50, 243.45, 45.245, 31.96, 132.05, 101.36, 79.42, 11.02, 73.36, 50.60, 32.16, 11.862, 179.20, 45.895, 22.60, 12.485, 28.45, 218.50, 78.06, 72.74, 37.03, 63.10, 141.70, 189.30,, 83.56,,, 284.10, 40.55, 148.40, 306.40, 162.20, 11.28, 52.48, 105.15, 114.58, 26.55, 22.30
2023-12-07, 190.40, 138.50, 242.55, 45.14, 31.895, 132.10, 98.80, 78.98, 11.005, 73.10, 51.14, 31.87, 11.554, 178.75, 45.26, 22.55, 12.38, 28.40, 220.40, 76.84, 73.08, 36.41, 62.57, 144.50, 190.50,, 82.60,,, 279.80, 40.50, 147.48, 294.80, 161.46, 11.615, 52.40, 104.65, 113.24, 26.84, 21.74
2023-12-06, 196.64, 138.36, 239.60, 44.27, 32.505, 131.50, 99.13, 78.32, 11.42, 72.78, 50.90, 31.92, 11.542, 179.00, 44.715, 22.635, 12.28, 28.59, 221.10, 76.38, 72.78, 36.665, 62.47, 142.00, 189.05,, 84.66,,, 282.90, 40.28, 146.80, 284.40, 160.26, 11.88, 52.46, 104.90, 113.92, 27.13, 22.33
2023-12-05, 195.50, 136.36, 237.95, 43.505, 31.885, 130.70, 97.82, 77.56, 11.355, 71.52, 49.78, 31.29, 11.524, 180.00, 44.395, 22.625, 12.145, 28.27, 220.10, 75.52, 72.48, 36.00, 61.71, 152.15, 187.40,, 83.74,,, 282.70, 40.06, 147.00, 288.50, 158.68, 11.615, 52.36, 105.05, 108.26, 27.09, 22.50
2023-12-04, 194.08, 136.74, 234.90, 43.505, 30.855, 130.35, 96.06, 77.80, 11.365, 70.62, 50.62, 30.25, 11.528, 176.50, 43.615, 22.335, 12.055, 29.31, 220.50, 75.50, 73.22, 35.98, 60.72, 162.00, 188.60,, 83.56,,, 283.90, 39.70, 146.80, 287.50, 157.22, 11.36, 52.56, 105.20, 107.62, 26.72, 22.35
2023-12-01, 194.06, 138.00, 235.30, 43.18, 31.15, 129.75, 96.18, 79.00, 11.315, 72.00, 50.82, 30.12, 11.55, 175.65, 44.00, 22.24, 12.005, 29.02, 219.80, 75.56, 72.94, 36.055, 60.11, 158.30, 191.80,, 84.14,,, 280.90, 39.68, 147.00, 289.00, 156.04, 11.31, 53.10, 104.00, 106.78, 26.49, 22.43
2023-11-30, 191.82, 135.92, 230.80, 42.665, 31.52, 129.05, 95.50, 79.70, 11.21, 70.28, 48.19, 29.90, 11.38, 174.45, 43.045, 21.99, 11.945, 29.20, 218.70, 74.74, 72.02, 35.68, 59.75, 159.40, 188.35,, 84.14,,, 276.50, 39.36, 145.82, 294.60, 154.02, 10.88, 53.02, 102.70, 106.68, 25.52, 21.84
2023-11-29, 193.10, 135.74, 230.75, 42.995, 30.725, 129.05, 96.05, 77.12, 11.285, 71.10, 48.44, 29.92, 11.27, 174.40, 42.995, 21.97, 11.965, 28.79, 217.00, 73.70, 71.20, 35.74, 59.21, 160.20, 188.10,, 85.06,,, 275.70, 39.56, 143.98, 291.90, 152.82, 10.84, 52.38, 102.00, 107.24, 25.98, 22.17
2023-11-28, 186.30, 134.62, 230.50, 42.755, 30.545, 129.00, 92.92, 76.98, 11.12, 70.00, 48.61, 29.28, 11.06, 172.30, 42.09, 21.80, 11.97, 28.57, 218.60, 73.04, 70.72, 34.295, 58.08, 158.00, 187.20,, 84.40,,, 274.60, 39.64, 141.66, 281.70, 151.08, 10.485, 51.06, 102.05, 104.88, 25.24, 21.40
2023-11-27, 185.48, 133.26, 231.10, 43.24, 31.585, 129.90, 93.63, 77.26, 11.055, 69.18, 48.28, 29.44, 11.03, 174.20, 41.93, 21.98, 11.85, 28.11, 219.60, 72.58, 70.80, 33.50, 58.47, 160.15, 184.85,, 84.40,,, 274.80, 38.44, 141.22, 287.50, 150.04, 10.80, 51.40, 102.60, 106.24, 25.36, 22.62
2023-11-24, 184.56, 135.00, 232.45, 44.675, 32.69, 127.80, 94.13, 77.42, 11.125, 70.44, 48.62, 29.74, 11.128, 172.50, 41.455, 21.85, 11.76, 28.04, 217.50, 72.42, 70.64, 33.59, 58.72, 161.00, 188.30,, 85.92,,, 284.70, 38.37, 134.00, 284.80, 150.54, 10.785, 51.60, 102.00, 107.24, 25.01, 22.86
2023-11-23, 185.38, 134.54, 232.45, 44.355, 33.065, 127.65, 94.21, 77.44, 11.09, 68.96, 47.52, 29.49, 11.09, 173.80, 41.265, 21.70, 11.655, 27.86, 217.80, 71.84, 70.98, 33.365, 58.49, 161.00, 187.25,, 84.92,,, 284.60, 38.21, 141.82, 284.50, 149.96, 10.825, 51.48, 101.80, 106.14, 24.94, 22.84
2023-11-22, 186.26, 134.22, 230.00, 43.52, 32.88, 127.10, 94.44, 76.78, 11.045, 68.28, 48.37, 29.39, 11.05, 173.00, 41.115, 21.75, 11.605, 27.81, 217.50, 72.24, 70.66, 33.35, 58.39, 161.50, 188.45,, 88.68,,, 291.60, 38.01, 140.58, 284.60, 149.10, 10.89, 51.28, 101.80, 106.64, 24.93, 23.00
2023-11-21, 184.84, 133.62, 230.05, 43.735, 34.00, 125.20, 93.76, 76.40, 11.145, 68.42, 48.21, 29.41, 11.154, 171.00, 40.99, 21.54, 11.53, 27.56, 216.90, 71.92, 70.04, 33.26, 58.06, 163.10, 187.95,, 89.88,,, 291.00, 38.14, 139.26, 281.50, 147.96, 11.045, 50.18, 99.20, 107.00, 24.63, 23.29
2023-11-20, 182.02, 132.80, 228.70, 44.285, 34.335, 123.80, 94.99, 76.74, 11.24, 69.16, 48.20, 29.49, 11.226, 168.95, 41.00, 21.60, 11.535, 27.21, 212.30, 71.12, 70.06, 34.03, 59.15, 160.45, 185.95,, 91.14,,, 278.30, 38.25, 140.00, 280.00, 147.76, 11.90, 49.80, 96.58, 109.14, 25.41, 23.56
2023-11-17, 180.28, 132.12, 228.25, 44.35, 41.695, 124.40, 95.31, 76.22, 11.18, 69.20, 48.17, 29.25, 11.18, 168.85, 40.62, 21.52, 11.52, 27.45, 209.20, 71.20, 72.24, 33.535, 58.79, 157.50, 184.15,, 90.82,,, 279.70, 38.49, 136.76, 275.70, 148.46, 11.735, 50.10, 97.64, 109.38, 25.26, 23.03
2023-11-16, 177.12, 131.44, 225.75, 44.01, 40.705, 124.65, 94.20, 75.70, 11.055, 68.10, 48.91, 29.14, 10.90, 166.55, 40.50, 21.38, 11.49, 26.78, 204.40, 71.16, 72.10, 33.88, 57.88, 155.00, 184.45,, 90.28,,, 276.60, 38.35, 136.18, 267.20, 147.00, 10.81, 49.57, 97.22, 108.34, 24.75, 23.17
2023-11-15, 178.58, 131.20, 224.35, 45.025, 41.205, 124.45, 96.20, 76.12, 10.965, 69.78, 48.00, 29.39, 10.894, 166.80, 40.275, 21.44, 11.32, 26.98, 203.80, 71.90, 72.30, 33.60, 59.07, 155.50, 184.50,, 91.22,,, 280.40, 38.12, 136.12, 272.50, 139.00, 11.05, 49.56, 97.90, 110.30, 24.72, 24.27
2023-11-14, 178.30, 131.88, 224.25, 44.735, 40.72, 124.35, 93.98, 73.54, 10.80, 67.60, 48.11, 28.72, 10.718, 167.35, 40.105, 21.505, 11.40, 26.79, 205.30, 71.20, 71.98, 30.80, 58.30, 153.85, 184.45,, 91.56,,, 279.20, 37.65, 135.42, 267.90, 136.68, 10.18, 49.30, 97.90, 108.00, 25.04, 23.35
2023-11-13, 168.80, 130.68, 221.80, 44.005, 40.275, 122.55, 92.32, 71.76, 10.96, 63.44, 47.00, 28.30, 10.586, 166.00, 39.27, 21.55, 11.35, 25.94, 203.50, 70.18, 71.12, 29.48, 56.80, 150.60, 183.75,, 87.86,,, 281.10, 36.33, 134.80, 251.20, 133.04, 10.215, 47.56, 96.12, 104.98, 23.26, 21.48
2023-11-10, 171.90, 129.62, 222.90, 43.99, 40.535, 123.65, 91.05, 71.14, 10.685, 62.98, 47.04, 28.25, 10.48, 166.05, 39.15, 21.50, 11.43, 25.10, 202.30, 70.24, 70.66, 29.435, 57.02, 151.00, 182.10,, 87.38,,, 274.10, 36.29, 135.24, 254.70, 131.40, 9.434, 47.78, 96.84, 104.30, 23.41, 21.60
2023-11-09, 172.82, 127.24, 221.45, 44.50, 41.74, 123.45, 92.00, 70.64, 10.46, 64.32, 47.65, 28.44, 10.50, 167.45, 38.935, 21.56, 11.37, 25.61, 202.00, 70.08, 69.82, 29.54, 57.21, 153.65, 183.10,, 88.40,,, 271.00, 36.22, 133.24, 260.70, 132.70, 9.64, 48.52, 97.36, 105.08, 23.51, 22.61
